District_Name,UnitName,FIRST_YEAR,LAST_YEAR,YEARS_RECORDED,TOTAL_FIRs,HEINOUS_FIRs,NON_HEINOUS_FIRs,HEINOUS_RATIO,FIRs_PER_YEAR,CRIME_VOLUME_SCALED,RISK_SCORE_NORM,SAFETY_INDEX,Latitude_mean,Longitude_mean,RISK_LEVEL
TUMAKURU,CHANDRASHEKARPURA PS,2019,2024,6,859,467,392,1,77.83,0.176802542,0.176802542,82.32,13.1636479,76.90719097,MEDIUM
TUMAKURU,TUMAKURU WOMEN PS,2019,2024,6,686,479,207,1,79.83,0.181404778,0.181404778,81.86,13.30843681,76.91557042,MEDIUM
TUMAKURU,NONAVINAKERE PS,2019,2024,6,903,485,418,1,80.83,0.183705895,0.183705895,81.63,13.17596125,76.52180132,MEDIUM
TUMAKURU,CHELUR PS,2018,2024,7,1059,568,491,1,81.14,0.184418146,0.184418146,81.56,13.43222087,76.8636285,MEDIUM
TUMAKURU,HONNAVALLI PS,2019,2024,6,912,490,422,1,81.67,0.185623493,0.185623493,81.44,13.32449691,76.4288338,MEDIUM
TUMAKURU,Y.N. HOSAKOTE PS,2019,2024,6,926,501,425,1,83.5,0.189842209,0.189842209,81.02,14.24439787,77.18687653,MEDIUM
TUMAKURU,CHIKKANAYAKANAHALLI PS,2019,2024,6,935,507,428,1,84.5,0.192143327,0.192143327,80.79,13.39693685,76.52860723,MEDIUM
TUMAKURU,THILAK PARK PS,2019,2024,6,990,509,481,1,84.83,0.192910366,0.192910366,80.71,13.32936051,77.09352547,MEDIUM
TUMAKURU,KODIGENAHALLI PS,2019,2024,6,1002,549,453,1,91.5,0.208251151,0.208251151,79.17,13.71026139,77.36725003,MEDIUM
TUMAKURU,TUMAKURU TOWN PS,2019,2024,6,1048,549,499,1,91.5,0.208251151,0.208251151,79.17,13.31468972,77.09178192,MEDIUM
TUMAKURU,MADHUGIRI PS,2019,2024,6,1024,563,461,1,93.83,0.213620425,0.213620425,78.64,13.66620747,77.20645518,MEDIUM
TUMAKURU,PATANAYAKANAHALLI PS,2019,2024,6,1125,601,524,1,100.17,0.228194171,0.228194171,77.18,13.90221632,76.72399701,MEDIUM
TUMAKURU,JAYANAGARA PS,2019,2024,6,1170,637,533,1,106.17,0.242000877,0.242000877,75.8,13.32051233,77.11111242,MEDIUM
TUMAKURU,AMRUTHUR PS,2019,2024,6,1196,665,531,1,110.83,0.252739426,0.252739426,74.73,12.96561102,76.90533888,MEDIUM
TUMAKURU,KORA PS,2019,2024,6,1385,763,622,1,127.17,0.290324348,0.290324348,70.97,13.46754316,77.07669529,HIGH
TUMAKURU,KALLAMBELLA PS,2019,2024,6,1484,813,671,1,135.5,0.309500329,0.309500329,69.05,13.6222426,76.94619154,HIGH
TUMAKURU,HULIYAR PS,2019,2024,6,1551,831,720,1,138.5,0.316403682,0.316403682,68.36,13.58624404,76.54900199,HIGH
TUMAKURU,PAVAGADA PS,2019,2024,6,1553,848,705,1,141.33,0.322923515,0.322923515,67.71,14.07544686,77.28017083,HIGH
TUMAKURU,HULIYURDURGA PS,2019,2024,6,1643,894,749,1,149,0.340565417,0.340565417,65.94,12.81075606,77.03380116,HIGH
TUMAKURU,TIPTUR TOWN PS,2019,2024,6,1707,910,797,1,151.67,0.346701731,0.346701731,65.33,13.26127314,76.4719382,HIGH
TUMAKURU,HEBBUR PS,2019,2024,6,1716,933,783,1,155.5,0.355522682,0.355522682,64.45,13.20166569,77.06906569,HIGH
TUMAKURU,KORATAGERE PS,2019,2024,6,1781,1025,756,1,170.83,0.390806487,0.390806487,60.92,13.52013862,77.23440115,HIGH
TUMAKURU,TURUVEKERE PS,2019,2024,6,2133,1163,970,1,193.83,0.443732194,0.443732194,55.63,13.12536931,76.6950835,HIGH
TUMAKURU,TUMAKURU TRAFFIC PS,2019,2024,6,2178,1180,998,1,196.67,0.450252027,0.450252027,54.97,13.33543552,77.11007801,HIGH
TUMAKURU,GUBBI PS,2019,2024,6,2335,1279,1056,1,213.17,0.488220469,0.488220469,51.18,13.30635681,76.88049322,HIGH
TUMAKURU,KYATHASANDRA PS,2019,2024,6,2383,1284,1099,1,214,0.490138067,0.490138067,50.99,13.30524067,77.17110451,HIGH
TUMAKURU,SIRA PS,2019,2024,6,2379,1284,1095,1,214,0.490138067,0.490138067,50.99,13.73053731,76.90431932,HIGH
TUMAKURU,TUMAKURU RURAL PS,2019,2024,6,2481,1352,1129,1,225.33,0.516217401,0.516217401,48.38,13.34586287,77.08589688,HIGH
TUMAKURU,KUNIGAL PS,2019,2024,6,2887,1573,1314,1,262.17,0.600975236,0.600975236,39.9,13.01754311,77.0319205,CRITICAL
UDUPI,AJEKAR PS,2019,2024,6,239,128,111,1,21.33,0.046789393,0.046789393,95.32,13.31470581,75.00636239,LOW
UDUPI,AMASEBAILU PS,2019,2024,6,330,173,157,1,28.83,0.064047776,0.064047776,93.6,13.61934802,74.95728388,LOW
UDUPI,UDUPI WOMEN PS,2019,2024,6,310,197,113,1,32.83,0.073252246,0.073252246,92.67,13.37294381,74.76183908,LOW
UDUPI,KOLLUR PS,2019,2024,6,531,276,255,1,46,0.103550296,0.103550296,89.64,13.76831073,74.78558987,LOW
UDUPI,HEBRI PS,2019,2024,6,547,297,250,1,49.5,0.111604208,0.111604208,88.84,13.44273546,74.97924173,LOW
UDUPI,KUNDAPURA RURAL PS,2019,2024,6,571,300,271,1,50,0.112754767,0.112754767,88.72,13.63355171,74.7432817,LOW
UDUPI,HIRIADKA PS,2019,2024,6,628,342,286,1,57,0.12886259,0.12886259,87.11,13.35340999,74.84758892,LOW
UDUPI,UDUPI CEN CRIME PS,2018,2024,7,878,446,432,1,63.71,0.144312952,0.144312952,85.57,13.38812564,74.77907423,MEDIUM
UDUPI,SHIRVA PS,2019,2024,6,788,421,367,1,70.17,0.15916064,0.15916064,84.08,13.23354583,74.8018247,MEDIUM
UDUPI,UDUPI TRAFFIC PS,2019,2024,6,818,456,362,1,76,0.172583826,0.172583826,82.74,13.34524473,74.7394597,MEDIUM
UDUPI,KARKALA TOWN PS,2019,2024,6,849,463,386,1,77.17,0.175268464,0.175268464,82.47,13.22484142,74.93935349,MEDIUM
UDUPI,UDUPI TOWN PS,2019,2024,6,895,468,427,1,78,0.177186062,0.177186062,82.28,13.34040159,74.74578876,MEDIUM
UDUPI,KARKALA RURAL PS,2019,2024,6,894,488,406,1,81.33,0.184856454,0.184856454,81.51,13.20018875,74.98339848,MEDIUM
UDUPI,PADUBIDRI PS,2018,2024,7,1028,571,457,1,81.57,0.185404339,0.185404339,81.46,13.14824251,74.77030076,MEDIUM
UDUPI,KUNDAPURA TRAFFIC PS,2019,2024,6,927,498,429,1,83,0.18869165,0.18869165,81.13,13.61341825,74.69972006,MEDIUM
UDUPI,SHANKARANARAYANA PS,2019,2024,6,950,511,439,1,85.17,0.193677405,0.193677405,80.63,13.60424568,74.88333522,MEDIUM
UDUPI,GANGOLLI PS,2019,2024,6,1054,560,494,1,93.33,0.212469866,0.212469866,78.75,13.68941257,74.66628966,MEDIUM
UDUPI,KUNDAPURA PS,2019,2024,6,1126,590,536,1,98.33,0.223975455,0.223975455,77.6,13.61472027,74.69512745,MEDIUM
UDUPI,MALPE PS,2019,2024,6,1162,609,553,1,101.5,0.231262327,0.231262327,76.87,13.36317111,74.7047769,MEDIUM
UDUPI,KAPU PS,2019,2024,6,1264,688,576,1,114.67,0.261560377,0.261560377,73.84,13.25776459,74.74687395,MEDIUM
UDUPI,BRAHMAVAR PS,2017,2024,7,1518,817,701,1,116.71,0.266272189,0.266272189,73.37,13.43187531,74.76733891,MEDIUM
UDUPI,KOTA PS,2019,2024,6,1744,931,813,1,155.17,0.354755643,0.354755643,64.52,13.5202934,74.73252854,HIGH
UDUPI,MANIPAL PS,2019,2024,6,1835,959,876,1,159.83,0.365494192,0.365494192,63.45,13.34321825,74.78061832,HIGH
UDUPI,BYNDOOR PS,2019,2024,6,1820,975,845,1,162.5,0.371630506,0.371630506,62.84,13.83096216,74.6323758,HIGH
UTTARA KANNADA,AMBIKANAGAR PS,2018,2024,7,89,48,41,1,6.86,0.013477975,0.013477975,98.65,15.14425531,74.67235594,LOW
UTTARA KANNADA,KADRA PS,2017,2024,7,140,71,69,1,10.14,0.02103879,0.02103879,97.9,14.90666582,74.31661947,LOW
UTTARA KANNADA,MALLAPURA PS,2017,2024,7,207,108,99,1,15.43,0.033201841,0.033201841,96.68,14.87854664,74.31090834,LOW
UTTARA KANNADA,UK CEN CRIME PS,2020,2024,5,173,87,86,1,17.4,0.03773833,0.03773833,96.23,14.74452408,74.37135051,LOW
UTTARA KANNADA,UK WOMEN PS,2019,2024,6,187,114,73,1,19,0.041420118,0.041420118,95.86,14.84830979,74.21811287,LOW
UTTARA KANNADA,JOIDA PS,2019,2024,6,326,174,152,1,29,0.064431295,0.064431295,93.56,15.11910787,74.46318093,LOW
UTTARA KANNADA,KARWAR TRAFFIC PS,2019,2024,6,428,229,199,1,38.17,0.085524874,0.085524874,91.45,14.81043413,74.13072957,LOW
UTTARA KANNADA,DANDELI RURAL PS,2017,2024,7,554,292,262,1,41.71,0.093688363,0.093688363,90.63,15.25269378,74.62483209,LOW
UTTARA KANNADA,CHITTAKULA PS,2018,2024,7,576,305,271,1,43.57,0.097961867,0.097961867,90.2,14.87415696,74.13917263,LOW
UTTARA KANNADA,RAMANAGAR PS,2017,2024,7,627,333,294,1,47.57,0.107166338,0.107166338,89.28,15.38245035,74.45814388,LOW
UTTARA KANNADA,GOKARNA PS,2019,2024,6,562,293,269,1,48.83,0.110070129,0.110070129,88.99,14.54873636,74.34228364,LOW
UTTARA KANNADA,KARWAR RURAL PS,2019,2024,6,587,307,280,1,51.17,0.115439404,0.115439404,88.46,14.79598176,74.18311202,LOW
UTTARA KANNADA,SIRSI NEW MARKET PS,2017,2024,8,804,423,381,1,52.88,0.11937048,0.11937048,88.06,14.62272115,74.84206314,LOW
UTTARA KANNADA,SIRSI TOWN PS,2017,2024,8,956,498,458,1,62.25,0.140943458,0.140943458,85.91,14.60822512,74.83072683,MEDIUM
UTTARA KANNADA,MURUDESHWAR PS,2020,2024,5,581,313,268,1,62.6,0.141748849,0.141748849,85.83,14.08999051,74.48734156,MEDIUM
UTTARA KANNADA,KARWAR TOWN PS,2017,2024,7,857,439,418,1,62.71,0.142011834,0.142011834,85.8,14.81621234,74.1311668,MEDIUM
UTTARA KANNADA,BHATKAL TOWN PS,2017,2024,7,882,460,422,1,65.71,0.148915187,0.148915187,85.11,13.99475384,74.54956549,MEDIUM
UTTARA KANNADA,BHATKAL RURAL PS,2017,2024,7,987,523,464,1,74.71,0.169625247,0.169625247,83.04,13.99645047,74.55248922,MEDIUM
UTTARA KANNADA,SIRSI RURAL PS,2017,2024,7,991,528,463,1,75.43,0.171268902,0.171268902,82.87,14.62732776,74.78069813,MEDIUM
UTTARA KANNADA,DANDELI TOWN PS,2019,2024,6,944,489,455,1,81.5,0.185239974,0.185239974,81.48,15.24995943,74.6202159,MEDIUM
UTTARA KANNADA,BANAVASI PS,2019,2024,6,924,492,432,1,82,0.186390533,0.186390533,81.36,14.60971755,74.99074627,MEDIUM
UTTARA KANNADA,MANKI PS,2019,2024,6,973,511,462,1,85.17,0.193677405,0.193677405,80.63,14.19752218,74.48712713,MEDIUM
UTTARA KANNADA,YELLAPURA PS,2017,2024,7,1142,618,524,1,88.29,0.200854701,0.200854701,79.91,14.92963114,74.7329252,MEDIUM
UTTARA KANNADA,SIDDAPURA PS,2017,2024,7,1414,736,678,1,105.14,0.23964497,0.23964497,76.04,14.36391315,74.83990858,MEDIUM
UTTARA KANNADA,KUMTA PS,2017,2024,7,1437,763,674,1,109,0.24852071,0.24852071,75.15,14.42778481,74.42291175,MEDIUM
UTTARA KANNADA,MUNDGOD PS,2017,2024,7,1477,793,684,1,113.29,0.258382643,0.258382643,74.16,14.92291384,75.02682274,MEDIUM
UTTARA KANNADA,ANKOLA PS,2017,2024,7,1658,888,770,1,126.86,0.289612097,0.289612097,71.04,14.63764657,74.34526637,HIGH
UTTARA KANNADA,HALIYAL PS,2019,2024,6,1518,810,708,1,135,0.30834977,0.30834977,69.17,15.31172094,74.78105879,HIGH
UTTARA KANNADA,HONNAVARA PS,2017,2024,6,1767,932,835,1,155.33,0.355139163,0.355139163,64.49,14.30136668,74.4788458,HIGH
VIJAYANAGARA,HAMPI TRAFFIC PS,2023,2024,2,20,11,9,1,5.5,0.01035503,0.01035503,98.96,15.31299764,76.45281809,LOW
VIJAYANAGARA,HOSPET EXTENTION PS,2020,2024,5,49,28,21,1,5.6,0.010585141,0.010585141,98.94,15.14852814,76.36838281,LOW
VIJAYANAGARA,T.B. HALLI PS,2020,2023,4,44,26,18,1,6.5,0.012656147,0.012656147,98.73,15.11197031,76.09640273,LOW
VIJAYANAGARA,HOSPET TRAFFIC PS,2019,2024,4,85,49,36,1,12.25,0.025887574,0.025887574,97.41,15.26525994,76.39576059,LOW
VIJAYANAGARA,ITTIGI PS,2017,2024,7,173,92,81,1,13.14,0.027942143,0.027942143,97.21,14.94240888,76.05489988,LOW
VIJAYANAGARA,T.B. DAM PS,2021,2024,3,75,40,35,1,13.33,0.028380451,0.028380451,97.16,15.26439188,76.35689365,LOW
VIJAYANAGARA,GUDEKOTE PS,2020,2024,3,80,43,37,1,14.33,0.030681569,0.030681569,96.93,14.82023247,76.59474388,LOW
VIJAYANAGARA,HAMPI TOURISM PS,2019,2024,5,152,81,71,1,16.2,0.034976989,0.034976989,96.5,15.30985241,76.44882071,LOW
VIJAYANAGARA,HOSPET TOWN PS,2020,2024,4,142,76,66,1,19,0.041420118,0.041420118,95.86,15.25393578,76.36598937,LOW
VIJAYANAGARA,CHITTAVADAGI PS,2020,2024,4,154,80,74,1,20,0.043721236,0.043721236,95.63,15.23732674,76.34886135,LOW
VIJAYANAGARA,KAMALAPUR PS,2022,2024,3,106,60,46,1,20,0.043721236,0.043721236,95.63,15.30905072,76.48369073,LOW
VIJAYANAGARA,CHIGATERI PS,2019,2024,4,202,107,95,1,26.75,0.05925378,0.05925378,94.07,14.71774983,76.09479606,LOW
VIJAYANAGARA,HAGARIBOMMANAHALLI PS,2020,2024,4,210,111,99,1,27.75,0.061554898,0.061554898,93.84,15.05603507,76.21163168,LOW
VIJAYANAGARA,HOSPET RURAL PS,2020,2024,4,210,112,98,1,28,0.062130178,0.062130178,93.79,15.28511007,76.42930882,LOW
VIJAYANAGARA,HOSAHALLI PS,2020,2024,4,233,131,102,1,32.75,0.073060487,0.073060487,92.69,14.7060241,76.44961352,LOW
VIJAYANAGARA,HADAGALI PS,2020,2024,5,316,170,146,1,34,0.075936884,0.075936884,92.41,15.07453584,75.90243392,LOW
VIJAYANAGARA,KOTTUR PS,2018,2024,7,450,238,212,1,34,0.075936884,0.075936884,92.41,14.82633355,76.22249653,LOW
VIJAYANAGARA,HIREHADAGALI PS,2020,2024,5,356,189,167,1,37.8,0.084681131,0.084681131,91.53,14.89898221,75.78006706,LOW
VIJAYANAGARA,ARASIKERE PS,2019,2024,4,348,189,159,1,47.25,0.106426693,0.106426693,89.36,14.60185678,76.01670735,LOW
VIJAYANAGARA,MARIYAMMANAHALLI PS,2023,2024,2,193,106,87,1,53,0.11965812,0.11965812,88.03,15.17865345,76.35372146,LOW
VIJAYANAGARA,HALAVAGILU PS,2019,2024,4,403,216,187,1,54,0.121959237,0.121959237,87.8,14.67943295,75.85699035,LOW
VIJAYANAGARA,HARAPANAHALLI PS,2019,2024,5,575,317,258,1,63.4,0.143589744,0.143589744,85.64,14.80561443,75.95344181,MEDIUM
VIJAYANAGARA,KUDLIGI PS,2023,2024,2,241,129,112,1,64.5,0.146120973,0.146120973,85.39,14.89814625,76.37209226,MEDIUM
VIJAYAPUR,ALAMATTI PS,2019,2024,6,94,48,46,1,8,0.016107824,0.016107824,98.39,16.34271565,75.89855572,LOW
VIJAYAPUR,VIJAYAPURA CEN CRIME PS,2019,2024,6,338,169,169,1,28.17,0.062513697,0.062513697,93.75,16.81501252,75.80935936,LOW
VIJAYAPUR,APMC PS,2019,2024,6,608,312,296,1,52,0.117357002,0.117357002,88.26,16.83951797,75.72719889,LOW
VIJAYAPUR,KUDAGI PS,2019,2024,6,598,318,280,1,53,0.11965812,0.11965812,88.03,16.51174966,75.85401773,LOW
VIJAYAPUR,ADARSH NAGAR PS,2019,2024,6,757,400,357,1,66.67,0.151106728,0.151106728,84.89,16.85564913,75.71471006,MEDIUM
VIJAYAPUR,MANAGULI PS,2018,2024,7,858,479,379,1,68.43,0.155161078,0.155161078,84.48,16.64951572,75.82838593,MEDIUM
VIJAYAPUR,KOLHAR PS,2019,2024,6,753,424,329,1,70.67,0.160311199,0.160311199,83.97,16.46998037,75.71558843,MEDIUM
VIJAYAPUR,JALANAGAR PS,2019,2024,6,796,427,369,1,71.17,0.161461758,0.161461758,83.85,16.79998788,75.72691097,MEDIUM
VIJAYAPUR,CHADACHAN PS,2019,2024,6,800,445,355,1,74.17,0.168365111,0.168365111,83.16,17.30325305,75.67894771,MEDIUM
VIJAYAPUR,ZALAKI PS,2019,2024,6,901,490,411,1,81.67,0.185623493,0.185623493,81.44,17.29298554,75.82560976,MEDIUM
VIJAYAPUR,KALKERI PS,2019,2024,6,951,500,451,1,83.33,0.189458689,0.189458689,81.05,16.70837065,76.33782132,MEDIUM
VIJAYAPUR,NIDAGUNDI PS,2019,2024,6,943,524,419,1,87.33,0.19866316,0.19866316,80.13,16.38042252,75.91724685,MEDIUM
VIJAYAPUR,INDI PS,2019,2024,6,1017,541,476,1,90.17,0.205182994,0.205182994,79.48,17.17130681,75.95567054,MEDIUM
VIJAYAPUR,ALMEL PS,2019,2024,6,1055,559,496,1,93.17,0.212086347,0.212086347,78.79,17.07399578,76.24255155,MEDIUM
VIJAYAPUR,HORTTI PS,2019,2024,6,1121,609,512,1,101.5,0.231262327,0.231262327,76.87,17.07913811,75.82465915,MEDIUM
VIJAYAPUR,GOLGUMBAZ PS,2019,2024,6,1217,628,589,1,104.67,0.2385492,0.2385492,76.15,16.82477083,75.73218912,MEDIUM
VIJAYAPUR,VIJAYAPURA WOMEN PS,2019,2023,5,1023,538,485,1,107.6,0.245299145,0.245299145,75.47,16.81119937,75.72868174,MEDIUM
VIJAYAPUR,TIKOTA PS,2019,2024,6,1178,653,525,1,108.83,0.24813719,0.24813719,75.19,16.87505902,75.49698912,MEDIUM
VIJAYAPUR,BABALESHWAR PS,2019,2024,6,1203,670,533,1,111.67,0.254657024,0.254657024,74.53,16.59376209,75.57407651,MEDIUM
VIJAYAPUR,TALIKOT PS,2019,2023,5,1113,602,511,1,120.4,0.274753452,0.274753452,72.52,16.48409428,76.28971747,MEDIUM
VIJAYAPUR,DEVARA HIPPARAGI PS,2019,2024,6,1357,724,633,1,120.67,0.275367083,0.275367083,72.46,16.81454029,76.09736953,MEDIUM
VIJAYAPUR,MUDDEBIHAL PS,2019,2024,6,1437,786,651,1,131,0.299145299,0.299145299,70.09,16.31498558,76.15047255,HIGH
VIJAYAPUR,VIJAYAPURA TRAFFIC PS,2019,2024,6,1461,814,647,1,135.67,0.309883848,0.309883848,69.01,16.7959528,75.68293236,HIGH
VIJAYAPUR,GANDHI CHOWK PS,2019,2024,6,1654,850,804,1,141.67,0.323690554,0.323690554,67.63,16.8282052,75.70562338,HIGH
VIJAYAPUR,BASAVAN BAGEWADI PS,2019,2024,6,1781,967,814,1,161.17,0.368562349,0.368562349,63.14,16.54458047,75.9841482,HIGH
VIJAYAPUR,INDI RURAL PS,2019,2024,6,1831,983,848,1,163.83,0.374698663,0.374698663,62.53,17.16095581,76.00915666,HIGH
VIJAYAPUR,SINDAGI PS,2019,2024,6,2278,1237,1041,1,206.17,0.472112645,0.472112645,52.79,16.92486657,76.26123728,HIGH
VIJAYAPUR,VIJAYAPURA RURAL PS,2019,2024,6,2303,1260,1043,1,210,0.480933596,0.480933596,51.91,16.85445651,75.76290623,HIGH
YADGIR,YADGIRI CEN CRIME PS,2023,2024,2,22,11,11,1,5.5,0.01035503,0.01035503,98.96,16.75330936,77.069426,LOW
YADGIR,NARAYANAPURA PS,2019,2024,4,123,67,56,1,16.75,0.036242604,0.036242604,96.38,16.31017313,76.37434626,LOW
YADGIR,YADGIRI WOMEN PS,2019,2024,6,307,186,121,1,31,0.069033531,0.069033531,93.1,16.75014106,77.12911069,LOW
YADGIR,KODEKAL PS,2019,2024,5,337,181,156,1,36.2,0.080999343,0.080999343,91.9,16.36123124,76.48221614,LOW
YADGIR,HUNASAGI PS,2019,2024,6,486,266,220,1,44.33,0.0997151,0.0997151,90.03,16.45296802,76.53008078,LOW
YADGIR,BHEEMARAYANAGUDI PS,2019,2024,5,428,225,203,1,45,0.101249178,0.101249178,89.88,16.76591903,76.81483201,LOW
YADGIR,GOGI PS,2019,2024,5,421,227,194,1,45.4,0.102169625,0.102169625,89.78,16.60536089,76.65661273,LOW
YADGIR,YADGIRI TOWN PS,2019,2024,4,365,197,168,1,49.25,0.111028928,0.111028928,88.9,16.74815668,77.13016013,LOW
YADGIR,YADGIRI TRAFFIC PS,2019,2024,6,582,334,248,1,55.67,0.125794433,0.125794433,87.42,16.76849232,77.13496144,LOW
YADGIR,WADIGERE PS,2019,2024,6,672,363,309,1,60.5,0.136916502,0.136916502,86.31,16.61775405,77.08843278,MEDIUM
YADGIR,SAIDAPUR PS,2019,2024,4,500,269,231,1,67.25,0.152449047,0.152449047,84.76,16.60471686,77.29841798,MEDIUM
YADGIR,YADGIRI RURAL PS,2019,2024,6,854,450,404,1,75,0.170282709,0.170282709,82.97,16.6928833,77.16657335,MEDIUM
YADGIR,GURUMITKAL PS,2019,2024,4,577,314,263,1,78.5,0.178336621,0.178336621,82.17,16.83791094,77.35714437,MEDIUM
YADGIR,KEMBHAVI PS,2019,2024,5,797,430,367,1,86,0.195595003,0.195595003,80.44,16.63689558,76.54292355,MEDIUM
YADGIR,SHAHAPUR PS,2018,2024,7,1171,629,542,1,89.86,0.204470743,0.204470743,79.55,16.67347835,76.86856549,MEDIUM
YADGIR,SHORAPUR PS,2019,2024,6,1041,554,487,1,92.33,0.210168749,0.210168749,78.98,16.49953893,76.74390595,MEDIUM
